course_id;course_slug;course_name;source_kind;discipline;subject;question_count
48;transpetro-2026-04-advocacia;Transpetro 2026 — Advocacia;SUPABASE_ACADEMIC;Língua Portuguesa;Sinais de pontuação;50
48;transpetro-2026-04-advocacia;Transpetro 2026 — Advocacia;SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
48;transpetro-2026-04-advocacia;Transpetro 2026 — Advocacia;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância verbal e nominal;50
48;transpetro-2026-04-advocacia;Transpetro 2026 — Advocacia;SUPABASE_ACADEMIC;Língua Portuguesa;Regência verbal e nominal;50
48;transpetro-2026-04-advocacia;Transpetro 2026 — Advocacia;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
48;transpetro-2026-04-advocacia;Transpetro 2026 — Advocacia;SUPABASE_ACADEMIC;Língua Portuguesa;Colocação dos pronomes átonos;50
22;transpetro-2026-03-ambiental-nm-;Transpetro 2026 — Ambiental (NM);SUPABASE_ACADEMIC;Conhecimentos Específicos;Conteúdo específico — Ambiental (NM);50
22;transpetro-2026-03-ambiental-nm-;Transpetro 2026 — Ambiental (NM);SUPABASE_ACADEMIC;Língua Portuguesa;Compreensão de textos de gêneros variados;50
22;transpetro-2026-03-ambiental-nm-;Transpetro 2026 — Ambiental (NM);SUPABASE_ACADEMIC;Língua Portuguesa;Ortografia oficial;50
22;transpetro-2026-03-ambiental-nm-;Transpetro 2026 — Ambiental (NM);SUPABASE_ACADEMIC;Língua Portuguesa;Mecanismos de coesão textual;50
22;transpetro-2026-03-ambiental-nm-;Transpetro 2026 — Ambiental (NM);SUPABASE_ACADEMIC;Língua Portuguesa;Emprego das classes de palavras;50
22;transpetro-2026-03-ambiental-nm-;Transpetro 2026 — Ambiental (NM);SUPABASE_ACADEMIC;Língua Portuguesa;Concordância nominal e verbal;50
22;transpetro-2026-03-ambiental-nm-;Transpetro 2026 — Ambiental (NM);SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
22;transpetro-2026-03-ambiental-nm-;Transpetro 2026 — Ambiental (NM);SUPABASE_ACADEMIC;Língua Portuguesa;Sinais de pontuação;50
22;transpetro-2026-03-ambiental-nm-;Transpetro 2026 — Ambiental (NM);SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
22;transpetro-2026-03-ambiental-nm-;Transpetro 2026 — Ambiental (NM);SUPABASE_ACADEMIC;Matemática;Conjuntos numéricos;50
22;transpetro-2026-03-ambiental-nm-;Transpetro 2026 — Ambiental (NM);SUPABASE_ACADEMIC;Matemática;Razão e proporção, regra de três e porcentagem;65
22;transpetro-2026-03-ambiental-nm-;Transpetro 2026 — Ambiental (NM);SUPABASE_ACADEMIC;Matemática;Relações e funções;50
22;transpetro-2026-03-ambiental-nm-;Transpetro 2026 — Ambiental (NM);SUPABASE_ACADEMIC;Matemática;Equações e sistemas de equações lineares;50
22;transpetro-2026-03-ambiental-nm-;Transpetro 2026 — Ambiental (NM);SUPABASE_ACADEMIC;Matemática;Análise combinatória;50
22;transpetro-2026-03-ambiental-nm-;Transpetro 2026 — Ambiental (NM);SUPABASE_ACADEMIC;Matemática;Probabilidade básica;50
58;transpetro-2026-04-an-lise-ambiental;Transpetro 2026 — Análise Ambiental;SUPABASE_ACADEMIC;Conhecimentos Específicos;Conteúdo específico — Análise Ambiental;50
58;transpetro-2026-04-an-lise-ambiental;Transpetro 2026 — Análise Ambiental;SUPABASE_ACADEMIC;Língua Inglesa;Compreensão de texto escrito em língua inglesa;50
58;transpetro-2026-04-an-lise-ambiental;Transpetro 2026 — Análise Ambiental;SUPABASE_ACADEMIC;Língua Inglesa;Itens gramaticais relevantes para a compreensão dos conteúdos semânticos;50
58;transpetro-2026-04-an-lise-ambiental;Transpetro 2026 — Análise Ambiental;SUPABASE_ACADEMIC;Língua Portuguesa;Compreensão de textos de gêneros variados;50
58;transpetro-2026-04-an-lise-ambiental;Transpetro 2026 — Análise Ambiental;SUPABASE_ACADEMIC;Língua Portuguesa;Ortografia oficial;50
58;transpetro-2026-04-an-lise-ambiental;Transpetro 2026 — Análise Ambiental;SUPABASE_ACADEMIC;Língua Portuguesa;Mecanismos de coesão textual;50
58;transpetro-2026-04-an-lise-ambiental;Transpetro 2026 — Análise Ambiental;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego das classes de palavras;50
58;transpetro-2026-04-an-lise-ambiental;Transpetro 2026 — Análise Ambiental;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância nominal e verbal;50
58;transpetro-2026-04-an-lise-ambiental;Transpetro 2026 — Análise Ambiental;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
58;transpetro-2026-04-an-lise-ambiental;Transpetro 2026 — Análise Ambiental;SUPABASE_ACADEMIC;Língua Portuguesa;Sinais de pontuação;50
58;transpetro-2026-04-an-lise-ambiental;Transpetro 2026 — Análise Ambiental;SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
58;transpetro-2026-04-an-lise-ambiental;Transpetro 2026 — Análise Ambiental;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância verbal e nominal;50
58;transpetro-2026-04-an-lise-ambiental;Transpetro 2026 — Análise Ambiental;SUPABASE_ACADEMIC;Língua Portuguesa;Regência verbal e nominal;50
58;transpetro-2026-04-an-lise-ambiental;Transpetro 2026 — Análise Ambiental;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
58;transpetro-2026-04-an-lise-ambiental;Transpetro 2026 — Análise Ambiental;SUPABASE_ACADEMIC;Língua Portuguesa;Colocação dos pronomes átonos;50
56;transpetro-2026-04-an-lise-de-sistemas-infraestrutura;Transpetro 2026 — Análise de Sistemas - Infraestrutura;SUPABASE_ACADEMIC;Conhecimentos Específicos;Conteúdo específico — Análise de Sistemas - Infraestrutura;50
56;transpetro-2026-04-an-lise-de-sistemas-infraestrutura;Transpetro 2026 — Análise de Sistemas - Infraestrutura;SUPABASE_ACADEMIC;Língua Inglesa;Compreensão de texto escrito em língua inglesa;50
56;transpetro-2026-04-an-lise-de-sistemas-infraestrutura;Transpetro 2026 — Análise de Sistemas - Infraestrutura;SUPABASE_ACADEMIC;Língua Inglesa;Itens gramaticais relevantes para a compreensão dos conteúdos semânticos;50
56;transpetro-2026-04-an-lise-de-sistemas-infraestrutura;Transpetro 2026 — Análise de Sistemas - Infraestrutura;SUPABASE_ACADEMIC;Língua Portuguesa;Compreensão de textos de gêneros variados;50
56;transpetro-2026-04-an-lise-de-sistemas-infraestrutura;Transpetro 2026 — Análise de Sistemas - Infraestrutura;SUPABASE_ACADEMIC;Língua Portuguesa;Ortografia oficial;50
56;transpetro-2026-04-an-lise-de-sistemas-infraestrutura;Transpetro 2026 — Análise de Sistemas - Infraestrutura;SUPABASE_ACADEMIC;Língua Portuguesa;Mecanismos de coesão textual;50
56;transpetro-2026-04-an-lise-de-sistemas-infraestrutura;Transpetro 2026 — Análise de Sistemas - Infraestrutura;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego das classes de palavras;50
56;transpetro-2026-04-an-lise-de-sistemas-infraestrutura;Transpetro 2026 — Análise de Sistemas - Infraestrutura;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância nominal e verbal;50
56;transpetro-2026-04-an-lise-de-sistemas-infraestrutura;Transpetro 2026 — Análise de Sistemas - Infraestrutura;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
56;transpetro-2026-04-an-lise-de-sistemas-infraestrutura;Transpetro 2026 — Análise de Sistemas - Infraestrutura;SUPABASE_ACADEMIC;Língua Portuguesa;Sinais de pontuação;50
56;transpetro-2026-04-an-lise-de-sistemas-infraestrutura;Transpetro 2026 — Análise de Sistemas - Infraestrutura;SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
56;transpetro-2026-04-an-lise-de-sistemas-infraestrutura;Transpetro 2026 — Análise de Sistemas - Infraestrutura;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância verbal e nominal;50
56;transpetro-2026-04-an-lise-de-sistemas-infraestrutura;Transpetro 2026 — Análise de Sistemas - Infraestrutura;SUPABASE_ACADEMIC;Língua Portuguesa;Regência verbal e nominal;50
56;transpetro-2026-04-an-lise-de-sistemas-infraestrutura;Transpetro 2026 — Análise de Sistemas - Infraestrutura;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
56;transpetro-2026-04-an-lise-de-sistemas-infraestrutura;Transpetro 2026 — Análise de Sistemas - Infraestrutura;SUPABASE_ACADEMIC;Língua Portuguesa;Colocação dos pronomes átonos;50
52;transpetro-2026-04-an-lise-de-sistemas-processos-de-neg-cios;Transpetro 2026 — Análise de Sistemas - Processos de Negócios;SUPABASE_ACADEMIC;Conhecimentos Específicos;Conteúdo específico — Análise de Sistemas - Processos de Negócios;50
52;transpetro-2026-04-an-lise-de-sistemas-processos-de-neg-cios;Transpetro 2026 — Análise de Sistemas - Processos de Negócios;SUPABASE_ACADEMIC;Gestão de Projetos;Gestão de Projetos;50
52;transpetro-2026-04-an-lise-de-sistemas-processos-de-neg-cios;Transpetro 2026 — Análise de Sistemas - Processos de Negócios;SUPABASE_ACADEMIC;Língua Inglesa;Compreensão de texto escrito em língua inglesa;50
52;transpetro-2026-04-an-lise-de-sistemas-processos-de-neg-cios;Transpetro 2026 — Análise de Sistemas - Processos de Negócios;SUPABASE_ACADEMIC;Língua Inglesa;Itens gramaticais relevantes para a compreensão dos conteúdos semânticos;50
52;transpetro-2026-04-an-lise-de-sistemas-processos-de-neg-cios;Transpetro 2026 — Análise de Sistemas - Processos de Negócios;SUPABASE_ACADEMIC;Língua Portuguesa;Compreensão de textos de gêneros variados;50
52;transpetro-2026-04-an-lise-de-sistemas-processos-de-neg-cios;Transpetro 2026 — Análise de Sistemas - Processos de Negócios;SUPABASE_ACADEMIC;Língua Portuguesa;Ortografia oficial;50
52;transpetro-2026-04-an-lise-de-sistemas-processos-de-neg-cios;Transpetro 2026 — Análise de Sistemas - Processos de Negócios;SUPABASE_ACADEMIC;Língua Portuguesa;Mecanismos de coesão textual;50
52;transpetro-2026-04-an-lise-de-sistemas-processos-de-neg-cios;Transpetro 2026 — Análise de Sistemas - Processos de Negócios;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego das classes de palavras;50
52;transpetro-2026-04-an-lise-de-sistemas-processos-de-neg-cios;Transpetro 2026 — Análise de Sistemas - Processos de Negócios;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância nominal e verbal;50
52;transpetro-2026-04-an-lise-de-sistemas-processos-de-neg-cios;Transpetro 2026 — Análise de Sistemas - Processos de Negócios;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
52;transpetro-2026-04-an-lise-de-sistemas-processos-de-neg-cios;Transpetro 2026 — Análise de Sistemas - Processos de Negócios;SUPABASE_ACADEMIC;Língua Portuguesa;Sinais de pontuação;50
52;transpetro-2026-04-an-lise-de-sistemas-processos-de-neg-cios;Transpetro 2026 — Análise de Sistemas - Processos de Negócios;SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
52;transpetro-2026-04-an-lise-de-sistemas-processos-de-neg-cios;Transpetro 2026 — Análise de Sistemas - Processos de Negócios;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância verbal e nominal;50
52;transpetro-2026-04-an-lise-de-sistemas-processos-de-neg-cios;Transpetro 2026 — Análise de Sistemas - Processos de Negócios;SUPABASE_ACADEMIC;Língua Portuguesa;Regência verbal e nominal;50
52;transpetro-2026-04-an-lise-de-sistemas-processos-de-neg-cios;Transpetro 2026 — Análise de Sistemas - Processos de Negócios;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
52;transpetro-2026-04-an-lise-de-sistemas-processos-de-neg-cios;Transpetro 2026 — Análise de Sistemas - Processos de Negócios;SUPABASE_ACADEMIC;Língua Portuguesa;Colocação dos pronomes átonos;50
69;transpetro-2026-04-an-lise-de-sistemas-seguran-a-cibern-tica-e-da-informa-o;Transpetro 2026 — Análise de Sistemas - Segurança Cibernética e da Informação;SUPABASE_ACADEMIC;Conhecimentos Específicos;Conteúdo específico — Análise de Sistemas - Segurança Cibernética e da Informação;50
69;transpetro-2026-04-an-lise-de-sistemas-seguran-a-cibern-tica-e-da-informa-o;Transpetro 2026 — Análise de Sistemas - Segurança Cibernética e da Informação;SUPABASE_ACADEMIC;Língua Inglesa;Compreensão de texto escrito em língua inglesa;50
69;transpetro-2026-04-an-lise-de-sistemas-seguran-a-cibern-tica-e-da-informa-o;Transpetro 2026 — Análise de Sistemas - Segurança Cibernética e da Informação;SUPABASE_ACADEMIC;Língua Inglesa;Itens gramaticais relevantes para a compreensão dos conteúdos semânticos;50
69;transpetro-2026-04-an-lise-de-sistemas-seguran-a-cibern-tica-e-da-informa-o;Transpetro 2026 — Análise de Sistemas - Segurança Cibernética e da Informação;SUPABASE_ACADEMIC;Língua Portuguesa;Compreensão de textos de gêneros variados;50
69;transpetro-2026-04-an-lise-de-sistemas-seguran-a-cibern-tica-e-da-informa-o;Transpetro 2026 — Análise de Sistemas - Segurança Cibernética e da Informação;SUPABASE_ACADEMIC;Língua Portuguesa;Ortografia oficial;50
69;transpetro-2026-04-an-lise-de-sistemas-seguran-a-cibern-tica-e-da-informa-o;Transpetro 2026 — Análise de Sistemas - Segurança Cibernética e da Informação;SUPABASE_ACADEMIC;Língua Portuguesa;Mecanismos de coesão textual;50
69;transpetro-2026-04-an-lise-de-sistemas-seguran-a-cibern-tica-e-da-informa-o;Transpetro 2026 — Análise de Sistemas - Segurança Cibernética e da Informação;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego das classes de palavras;50
69;transpetro-2026-04-an-lise-de-sistemas-seguran-a-cibern-tica-e-da-informa-o;Transpetro 2026 — Análise de Sistemas - Segurança Cibernética e da Informação;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância nominal e verbal;50
69;transpetro-2026-04-an-lise-de-sistemas-seguran-a-cibern-tica-e-da-informa-o;Transpetro 2026 — Análise de Sistemas - Segurança Cibernética e da Informação;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
69;transpetro-2026-04-an-lise-de-sistemas-seguran-a-cibern-tica-e-da-informa-o;Transpetro 2026 — Análise de Sistemas - Segurança Cibernética e da Informação;SUPABASE_ACADEMIC;Língua Portuguesa;Sinais de pontuação;50
69;transpetro-2026-04-an-lise-de-sistemas-seguran-a-cibern-tica-e-da-informa-o;Transpetro 2026 — Análise de Sistemas - Segurança Cibernética e da Informação;SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
69;transpetro-2026-04-an-lise-de-sistemas-seguran-a-cibern-tica-e-da-informa-o;Transpetro 2026 — Análise de Sistemas - Segurança Cibernética e da Informação;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância verbal e nominal;50
69;transpetro-2026-04-an-lise-de-sistemas-seguran-a-cibern-tica-e-da-informa-o;Transpetro 2026 — Análise de Sistemas - Segurança Cibernética e da Informação;SUPABASE_ACADEMIC;Língua Portuguesa;Regência verbal e nominal;50
69;transpetro-2026-04-an-lise-de-sistemas-seguran-a-cibern-tica-e-da-informa-o;Transpetro 2026 — Análise de Sistemas - Segurança Cibernética e da Informação;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
69;transpetro-2026-04-an-lise-de-sistemas-seguran-a-cibern-tica-e-da-informa-o;Transpetro 2026 — Análise de Sistemas - Segurança Cibernética e da Informação;SUPABASE_ACADEMIC;Língua Portuguesa;Colocação dos pronomes átonos;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Business Intelligence;Extração, Transformação e Carga de Dados (ETL);50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Business Intelligence;Armazenamento de Metadados;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Business Intelligence;Conceitos de Data Warehouse e Data Marts;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Business Intelligence;Exploração, análise e apresentação de informações;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Business Intelligence;OLAP: modelagem multidimensional, Star/Snowflake, drill down/up/across, slice and dice e pivotagem;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Conhecimentos Específicos;Conteúdo específico — Análise de Sistemas - SAP;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;ERP - Sistema de Gestão Integrada (SAP-ERP);ERP: conceitos, objetivos, vantagens e desvantagens;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;ERP - Sistema de Gestão Integrada (SAP-ERP);Processos funcionais de Finanças, Custos e Resultados, Consolidação Orçamentária e Contábil e Fluxo de Caixa;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;ERP - Sistema de Gestão Integrada (SAP-ERP);Configuração, teste e suporte do SAP-ERP nos módulos FI-AP/AR/GL/TRM/FM/BCS/CO;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;ERP - Sistema de Gestão Integrada (SAP-ERP);Processos funcionais de Logística: compra e venda;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;ERP - Sistema de Gestão Integrada (SAP-ERP);Configuração, teste e suporte do SAP-ERP nos módulos MM/SD;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;ERP - Sistema de Gestão Integrada (SAP-ERP);Processos funcionais de Gestão de Pessoas;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;ERP - Sistema de Gestão Integrada (SAP-ERP);Configuração, teste e suporte do SAP-ERP no módulo HCM;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;ERP - Sistema de Gestão Integrada (SAP-ERP);Modelagem de soluções para Informações Gerenciais com foco no Planejamento Estratégico e Econômico Financeiro;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;ERP - Sistema de Gestão Integrada (SAP-ERP);Configuração, teste e suporte do SAP-BI e integrações entre os processos funcionais dos módulos do SAP-ERP;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;ERP - Sistema de Gestão Integrada (SAP-ERP);Ferramentas de geração de relatórios Report Writer e Report Painter;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;ERP - Sistema de Gestão Integrada (SAP-ERP);Desenho de perfil de acesso de usuário no SAP-ERP;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Gestão de Projetos;Conceitos de Gestão de Projetos;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Gestão de Projetos;PMBoK 7ª edição;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Gestão de Projetos;Processos Ágeis: SCRUM e KANBAN;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Gestão de Projetos;Metodologias, técnicas e ferramentas da gerência de projetos;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Inglesa;Compreensão de texto escrito em língua inglesa;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Inglesa;Itens gramaticais relevantes para a compreensão dos conteúdos semânticos;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Inglesa;Compreensão de texto escrito em língua inglesa;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Inglesa;Itens gramaticais relevantes para a compreensão dos conteúdos semânticos;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Compreensão de textos;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Compreensão de textos de gêneros variados;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Ortografia oficial;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Ortografia oficial;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Mecanismos de coesão textual;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Mecanismos de coesão textual;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego das classes de palavras;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância nominal e verbal;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego de tempos e modos verbais;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego das classes de palavras;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;51
